A,B,a,b,y,z,w,x,AS,BS,deltaA,deltaB,FER,Bratio
9,18,2.209,3.706,1.275,1.771,3.198,2.325,Over-destroyed,Over-defense,9,0,0,0
11,9,3.213,3.583,0.694,1.386,2.129,2.348,Over-destroyed,Over-destroyed,11,9,1,1
10,13,2.474,3.155,0.967,1.736,3.734,3.566,intermediate,intermediate,8.39448312801285,0.609085810431857,0.055813745687634,0.0468527546486044
12,17,1.663,3.618,1.075,1.997,2.724,2.802,Over-destroyed,Over-defense,12,0,0,0
16,17,1.769,1.775,1.207,1.228,3.546,2.423,intermediate,intermediate,3.06345177664975,3.06562113082955,0.941842955736122,0.180330654754679
12,16,2.074,2.474,1.251,0.57,2.591,3.769,intermediate,intermediate,9.48359706676959,4.18360307773945,0.330855717109604,0.261475192358716
18,16,3.025,2.679,0.726,0.726,2.783,3.014,intermediate,intermediate,10.7064319080129,14.2116788321168,1.49332091433426,0.888229927007299
9,15,2.045,2.509,1.193,1.897,2.243,2.317,Over-destroyed,Over-defense,9,0,0,0
18,18,3.554,2.849,1.457,1.536,2.513,3.194,intermediate,intermediate,9.97055312375647,11.372573575454,1.14061611570545,0.631809643080776
18,11,1.035,1.523,1.29,1.836,3.679,2.939,Over-defense,Over-defense,0,0,NA,0
15,17,3.501,2.016,1.287,0.591,3.033,3.867,intermediate,intermediate,4.93471810089021,10.9821567106284,1.96366602427316,0.646009218272259
18,10,2.838,3.536,1.554,1.263,2.458,2.857,intermediate,Over-destroyed,3.00569568755085,10,5.98863021115322,1
14,11,3.46,3.407,1.064,1.316,2.125,3.542,intermediate,intermediate,10.6263529411765,9.58893280632411,1.14847458639058,0.871721164211283
11,18,2.274,2.638,1.463,0.879,3.417,3.284,intermediate,intermediate,9.18671349136669,2.79902557856273,0.186194511557519,0.155501421031263
16,12,2.926,2.227,1.627,1.357,3.311,3.468,intermediate,intermediate,0.209000302023557,8.80392156862745,56.1652876950398,0.733660130718954
12,11,3.008,2.068,1.477,1.566,3.628,3.342,intermediate,intermediate,1.38478500551268,5.64631956912029,4.44807051174763,0.513301779010935
9,12,3.348,1.07,1.542,1.436,2.755,3.722,Over-defense,intermediate,0,3.46587855991402,Inf,0.288823213326169
12,12,2.221,1.311,1.979,0.934,3.922,3.957,Over-defense,intermediate,0,3.90295678544352,Inf,0.32524639878696
15,17,3.818,3.959,0.814,0.6,3.448,2.297,Over-destroyed,Over-destroyed,15,17,1,1
10,12,3.225,3.577,1.709,0.843,3.843,3.93,intermediate,intermediate,6.72235232890971,5.63206106870229,0.698175875687818,0.469338422391858
13,13,1.476,1.018,0.679,1.287,3.041,3.616,intermediate,intermediate,1.4491943439658,0.679480088495575,0.468867472002506,0.0522676991150443
18,11,2.039,1.035,1.665,1.014,3.472,2.595,Over-defense,intermediate,0,9.84508670520231,Inf,0.895007882291119
13,16,3.571,3.008,0.6,0.779,3.339,2.791,intermediate,intermediate,12.0778676250374,12.1673235399498,0.81851786119229,0.760457721246865
13,13,1.481,1.599,0.7,1.24,2.693,3.174,intermediate,intermediate,4.33976977348682,0.98708254568368,0.227450440277757,0.0759294265910523
11,18,1.229,1.499,0.565,1.891,2.204,2.603,intermediate,Over-defense,9.42241379310345,0,0,0
15,17,3.166,3.225,1.727,0.553,3.859,2.904,intermediate,intermediate,7.49416947395698,13.1160468319559,1.54426485002801,0.771532166585643
13,12,2.491,1.352,1.175,0.87,2.697,2.712,intermediate,intermediate,0.351872450871338,8.09107669616519,24.9105409241524,0.674256391347099
17,9,1.863,1.088,0.603,1.83,3.624,3.495,Over-defense,intermediate,0,4.34935622317597,Inf,0.483261802575107
12,14,3.871,3.202,1.116,1.883,2.207,2.822,Over-destroyed,intermediate,12,7.11906449326719,0.508504606661942,0.508504606661942
13,17,1.499,1.851,1.536,1.284,2.227,2.09,intermediate,Over-defense,5.16344858554109,0,0,0
17,16,1.176,3.043,1.081,0.72,3.949,3.252,intermediate,intermediate,7.6756140795138,2.60516605166052,0.360621170008671,0.162822878228782
9,17,1.986,3.824,0.796,1.718,3.73,3.319,Over-destroyed,Over-defense,9,0,0,0
14,14,1.98,3.789,1.219,1.028,2.337,2.098,Over-destroyed,intermediate,14,6.35271687321258,0.453765490943756,0.453765490943756
9,14,3.636,3.683,1.137,1.251,3.789,2.818,Over-destroyed,intermediate,9,5.39744499645139,0.385531785460813,0.385531785460813
18,9,1.211,3.654,0.562,0.65,2.16,2.853,intermediate,intermediate,10.5416666666667,5.58990536277603,1.06053540479545,0.621100595864003
18,9,2.75,3.63,1.806,1.131,3.632,3.593,intermediate,Over-destroyed,0.0446035242290746,9,403.555555555558,1
16,10,2.908,3.53,0.729,1.307,2.795,3.796,intermediate,intermediate,8.45652951699463,8.81401475237092,1.66763724710623,0.881401475237092
18,18,2.256,3.542,1.809,1.519,2.258,3.429,intermediate,intermediate,13.814880425155,3.86876640419947,0.280043423116061,0.214931466899971
10,12,2.027,1.569,1.023,0.905,2.254,3.781,intermediate,intermediate,3.81455190771961,2.48875958741074,0.543698545206618,0.207396632284228
18,10,1.505,2.438,0.667,1.392,3.926,2.736,intermediate,intermediate,3.15180845644422,4.81359649122807,2.74904830161714,0.481359649122807
12,10,2.368,3.431,1.169,1.395,2.235,3.875,intermediate,intermediate,9.07472035794184,3.73316129032258,0.493656374156649,0.373316129032258
9,18,3.207,2.491,1.378,1.037,2.54,3.037,Over-destroyed,intermediate,9,3.35758972670399,0.186532762594666,0.186532762594666
18,18,2.609,3.207,0.805,1.243,2.556,3.382,intermediate,intermediate,16.9154929577465,7.2702542874039,0.429798546549273,0.403903015966883
18,12,1.376,1.153,1.228,1.589,3.44,2.309,Over-defense,intermediate,0,2.46860112602858,Inf,0.205716760502382
9,10,1.851,2.826,1.216,1.069,2.689,2.18,intermediate,intermediate,6.43956861286724,2.73807339449541,0.382675642297202,0.273807339449541
9,18,2.327,3.689,1.008,1.378,2.564,2.849,Over-destroyed,Over-defense,9,0,0,0
18,18,1.84,1.317,1.563,1.9,2.865,2.012,Over-defense,Over-defense,0,0,NA,0
18,18,2.92,3.795,1.14,1.428,2.775,3.726,intermediate,intermediate,17.2216216216216,7.20772946859903,0.418527919551419,0.400429414922169
17,11,1.569,3.871,1.539,1.598,3.973,3.519,intermediate,intermediate,4.13239365718601,2.58454106280193,0.966580404670623,0.234958278436539
18,10,2.532,3.025,0.846,0.506,3.018,3.503,intermediate,Over-destroyed,4.97746852220013,10,3.61629609905472,1
11,11,1.564,2.515,1.498,1.463,2.172,3.624,intermediate,intermediate,5.15055248618785,0.306567328918322,0.0595212513105029,0.0278697571743929
15,14,3.272,2.65,0.691,0.817,3.695,3.1,intermediate,intermediate,7.23545331529093,12.1425806451613,1.79807777995155,0.867327188940092
14,14,1.728,2.885,0.512,0.882,2.047,3.022,Over-destroyed,intermediate,14,3.91925876902713,0.27994705493051,0.27994705493051
18,14,2.82,2.82,0.758,0.896,3.902,2.051,intermediate,Over-destroyed,6.62121988723731,14,2.71853228053878,1
17,11,2.538,3.894,1.592,1.301,3.601,2.274,intermediate,Over-destroyed,4.37933907247987,11,3.88186429930247,1
11,9,1.517,2.391,1.648,1.043,3.358,3.088,intermediate,intermediate,1.00982727814175,2.3639896373057,2.86120283177031,0.262665515256189
13,13,3.536,3.571,1.407,1.668,3.366,3.147,intermediate,intermediate,8.35769459298871,7.71655544963458,0.923287560197283,0.593581188433429
10,14,1.141,1.963,0.744,1.906,3.225,3.683,intermediate,Over-defense,6.21457364341085,0,0,0
11,11,1.775,3.93,1.099,1.862,2.305,3.26,Over-destroyed,Over-defense,11,0,0,0
13,16,3.354,1.141,0.764,0.876,2.051,2.579,intermediate,intermediate,4.05850804485617,11.4718883288096,2.29663441938259,0.716993020550601
14,9,1.023,3.29,1.369,1.475,3.049,3.425,intermediate,intermediate,3.4253853722532,0.305693430656934,0.138823245468125,0.0339659367396593
17,17,1.652,2.838,0.659,1.381,2.994,3.44,intermediate,intermediate,12.372411489646,1.33924418604651,0.108244394164167,0.0787790697674419
11,11,3.8,1.247,1.249,1.51,3.581,2.767,Over-defense,intermediate,0,9.10372244307915,Inf,0.827611131189013
11,15,3.765,1.382,1.701,0.949,3.213,2.881,intermediate,intermediate,0.628384687208215,9.43422422769872,11.0098658371985,0.628948281846581
9,18,3.337,1.564,1.017,1.046,2.211,3.068,intermediate,intermediate,8.59294436906377,3.65221642764016,0.212512514382662,0.202900912646675
15,11,1.065,1.787,0.515,1.26,3.851,2.352,intermediate,intermediate,3.09841599584523,0.899234693877551,0.395760004356785,0.0817486085343228
17,10,3.231,1.329,1.031,1.991,2.215,3.464,Over-defense,Over-destroyed,0,10,Inf,1
12,18,1.076,2.292,1.254,0.647,2.027,2.654,Over-destroyed,intermediate,12,0.477015825169555,0.0265008791760864,0.0265008791760864
12,18,1.241,2.767,1.134,1.225,3.307,3.62,intermediate,Over-defense,10.945872391896,0,0,0
13,10,2.632,2.262,1.281,1.545,3.303,2.258,intermediate,intermediate,1.80653950953679,8.31089459698849,5.98058493547995,0.831089459698849
16,10,1.159,2.374,0.932,0.752,3.205,3.699,intermediate,intermediate,2.75444617784711,2.98026493646932,1.73117337949871,0.298026493646932
9,16,3.454,2.796,1.577,0.612,3.166,2.364,Over-destroyed,intermediate,9,9.00761421319797,0.562975888324873,0.562975888324873
16,10,2.861,3.131,1.269,0.673,2.845,3.538,intermediate,Over-destroyed,3.86854130052724,10,4.13592585862257,1
9,18,3.771,3.771,1.894,1.075,2.924,2.963,Over-destroyed,intermediate,9,4.92372595342558,0.273540330745866,0.273540330745866
13,13,1.399,2.703,1.988,0.585,2.38,2.082,intermediate,intermediate,3.90546218487395,5.08261287223823,1.30141136481194,0.390970220941403
17,17,3.301,2.955,1.472,0.981,2.309,2.458,intermediate,intermediate,10.9185794716327,16.0455655004068,1.46956529849825,0.943856794141579
14,9,2.303,1.593,1.375,1.654,2.83,2.775,Over-defense,intermediate,0,6.25441441441441,Inf,0.694934934934935
17,9,3.524,1.939,1.856,1.974,2.634,2.673,Over-defense,Over-destroyed,0,9,Inf,1
15,15,2.521,2.861,1.651,1.498,2.454,3.977,intermediate,intermediate,7.3960880195599,3.85843600704048,0.521686058472581,0.257229067136032
10,17,1.528,1.282,1.821,1.742,3.656,3.065,intermediate,Over-defense,0.980306345733041,0,0,0
11,11,3.243,1.54,1.965,1.21,3.065,3.46,Over-defense,intermediate,0,6.46329479768786,Inf,0.58757225433526
13,13,1.235,1.822,0.635,1.495,2.434,3.855,intermediate,Over-defense,6.33976992604766,0,0,0
17,14,3.401,3.002,1.501,0.811,3.93,2.552,intermediate,Over-destroyed,4.20127226463104,14,4.04639331354854,1
10,12,1.675,1.135,1.448,1.988,3.245,2.035,Over-defense,Over-defense,0,0,NA,0
13,13,2.339,3.671,1.122,1.912,2.838,3.695,intermediate,intermediate,11.6761804087385,1.50230040595399,0.128663685671528,0.115561569688769
13,13,1,2.444,1.815,1.938,2.2,3.714,intermediate,Over-defense,3.71681818181818,0,0,0
16,12,1.734,1.464,0.914,1.645,3.057,2.043,intermediate,intermediate,0.963035655871769,3.91776798825257,5.42419236417034,0.326480665687714
17,12,3.049,1.094,1.947,1.105,3.292,3.002,Over-defense,Over-destroyed,0,12,Inf,1
15,15,2.233,3.26,1.624,1.433,2.47,2.986,intermediate,intermediate,9.93522267206477,4.01875418620228,0.404495633248559,0.267916945746819
9,9,2.25,2.72,1.404,0.773,2.043,3.859,intermediate,intermediate,5.79735682819383,3.44467478621404,0.594180225281602,0.382741642912672
18,10,3.607,2.914,1.386,1.416,3.957,2.074,intermediate,Over-destroyed,1.05938842557493,10,16.9909351145038,1
17,17,2.937,1.705,1.891,1.674,3.217,3.276,Over-defense,intermediate,0,6.5540293040293,Inf,0.385531135531135
10,10,1.07,2.984,1.824,1.686,2.376,2.724,intermediate,Over-defense,4.88215488215488,0,0,0
11,15,3.841,3.46,1.061,1.005,3.342,3.871,Over-destroyed,intermediate,11,7.02040816326531,0.468027210884354,0.468027210884354
15,15,3.971,2.057,0.632,1.548,3.738,3.237,intermediate,intermediate,5.71829855537721,11.2279888785913,1.96351917792628,0.748532591906086
11,11,2.133,1.229,1.316,1.231,2.153,2.865,Over-defense,intermediate,0,3.46317626527051,Inf,0.314834205933682
11,11,3.131,1.605,1.748,0.996,2.485,3.249,Over-defense,intermediate,0,7.22837796244998,Inf,0.657125269313635
10,10,2.802,3.941,1.994,1.413,3.937,2.83,intermediate,intermediate,4.94538989077978,4.90812720848056,0.992465167939804,0.490812720848056
15,15,3.677,2.62,1.058,1.753,2.532,2.07,intermediate,intermediate,9.25355450236967,13.9420289855072,1.50666740893318,0.929468599033817
15,14,3.53,2.585,1.384,0.911,3.824,2.701,intermediate,Over-destroyed,4.03504184100418,14,3.71743357096565,1
13,13,1.053,2.115,0.509,1.756,3.389,3.421,intermediate,Over-defense,6.16051932723517,0,0,0
18,14,3.284,2.568,0.776,1.709,3.476,2.153,intermediate,Over-destroyed,6.32451093210587,14,2.84606986899563,1
15,16,3.114,2.239,0.773,1.695,3.382,3.323,intermediate,intermediate,7.16410408042578,5.89527535359615,0.771460127037673,0.368454709599759
10,10,2.873,2.004,1.527,1.888,2.708,3.166,intermediate,intermediate,1.76144756277696,3.1111813013266,1.76626393375103,0.31111813013266
17,10,1.429,3.319,0.711,1.278,2.869,2.806,intermediate,intermediate,7.35552457302196,4.10299358517462,0.948278946736113,0.410299358517462
9,14,3.83,1.405,1.53,0.908,2.184,3.534,intermediate,intermediate,2.7014652014652,6.15676287492926,1.46510086040689,0.439768776780661
15,12,2.568,1.505,1.351,0.594,2.266,2.38,Over-defense,Over-destroyed,0,12,Inf,1
16,16,3.184,3.988,0.92,1.087,3.209,2.207,intermediate,intermediate,15.2969772514802,15.2025373810603,0.993826239729107,0.950158586316267
16,17,2.984,2.18,0.673,0.541,3.495,2.254,intermediate,Over-destroyed,7.52274678111588,17,2.12688270196257,1
12,17,3.912,2.168,1.985,1.68,3.335,3.346,intermediate,intermediate,3.90884557721139,5.49432157800359,0.992196945795821,0.323195386941387
10,10,1.916,3.342,0.978,0.55,3.284,2.971,intermediate,intermediate,7.19853836784409,4.59777852574891,0.638710011783393,0.459777852574891
15,11,2.168,1.84,1.795,0.794,2.841,3.836,Over-defense,intermediate,0,6.2007299270073,Inf,0.563702720637027
13,13,3.483,1.17,0.955,0.714,2.81,2.094,intermediate,Over-destroyed,0.994661921708185,13,13.0697674418605,1
17,13,3.442,3.178,1.883,0.5,2.481,2.243,intermediate,Over-destroyed,3.7496977025393,13,4.53369880683651,1
17,13,2.855,2.151,1.266,1.116,3.112,3.577,intermediate,intermediate,2.06973007712082,9.51272015655577,6.01030593866727,0.731747704350444
12,12,1.845,3.73,1.025,0.547,3.28,2.157,intermediate,intermediate,9.89634146341463,7.221140472879,0.729677780377176,0.60176170607325
10,16,1.247,1.053,0.867,1.768,4,3.605,intermediate,Over-defense,2.0445,0,0,0
14,14,2.503,2.327,1.184,1.844,2.568,3.628,intermediate,intermediate,6.23130841121495,2.54299889746417,0.408100310504186,0.181642778390298
11,11,3.466,3.09,1.997,1.903,2.599,2.787,intermediate,intermediate,4.62601000384763,6.16899892357374,1.33354638629029,0.560818083961249
10,14,1.352,3.501,1.102,0.973,3.761,2.164,Over-destroyed,Over-defense,10,0,0,0
13,13,1.311,3.642,1.034,1.95,2.712,2.149,intermediate,Over-defense,12.5014749262537,0,0,0
18,9,3.02,3.712,0.996,1.313,3.515,3.589,intermediate,Over-destroyed,4.40398293029872,9,4.08720930232558,1
11,16,2.626,1.558,1.495,0.521,3.648,3.241,intermediate,intermediate,2.32538377192982,6.34063560629435,1.87460970182556,0.396289725393397
11,16,2.732,2.333,1.298,0.923,3.029,3.687,intermediate,intermediate,7.60977220204688,4.14537564415514,0.374511309890469,0.259085977759696
15,12,2.691,2.092,0.899,1.128,2.489,2.744,intermediate,intermediate,4.66813981518682,9.77733236151603,2.61810184265141,0.814777696793003
10,11,3.748,3.489,1.668,0.688,3.808,2.313,intermediate,Over-destroyed,5.69826680672269,11,1.75491958154754,1
14,14,1.164,2.027,1.662,1.927,3.405,2.321,intermediate,Over-defense,1.5007342143906,0,0,0
18,9,1.434,3.237,0.902,0.538,2.431,3.209,intermediate,intermediate,5.30522418757713,6.53474602679963,2.46351362195082,0.726082891866625
13,16,3.108,3.613,1.398,1.841,2.947,3.843,Over-destroyed,intermediate,13,2.8488160291439,0.178051001821494,0.178051001821494
13,11,3.883,2.174,1.924,1.516,2.141,2.634,Over-defense,Over-destroyed,0,11,Inf,1
12,12,1.975,2.926,0.832,1.439,3.613,3.894,intermediate,intermediate,6.95488513700526,1.6517719568567,0.23749809296893,0.137647663071392
14,10,2.849,2.104,1.595,1.425,3.757,3.91,Over-defense,intermediate,0,6.55652173913044,Inf,0.655652173913044
9,18,2.685,1.235,0.843,0.735,2.415,2.732,intermediate,intermediate,6.06335403726708,4.00256222547584,0.330061728283963,0.222364568081991
12,12,2.55,3.466,1.334,1.122,2.282,2.982,intermediate,intermediate,11.2112182296231,5.74647887323944,0.512565071479534,0.47887323943662
17,11,1.605,1.869,1.677,0.782,3.256,2.438,Over-defense,intermediate,0,7.66324856439705,Inf,0.696658960399731
13,13,1.611,2.562,0.879,0.808,2.114,2.329,intermediate,intermediate,10.3495742667928,4.48218119364534,0.433078799002068,0.344783168741949
15,13,2.186,2.45,0.594,1.721,2.407,3.472,intermediate,intermediate,9.53053593685085,3.00028801843318,0.363239886344075,0.230791386033321
10,15,1.335,2.397,0.794,1.272,2.932,2.078,intermediate,Over-defense,9.55491132332878,0,0,0
14,10,1.646,1.106,1.756,1.466,3.323,3.511,Over-defense,intermediate,0,2.38792366847052,Inf,0.238792366847052
13,13,2.697,3.965,1.871,1.524,2.92,2.693,intermediate,intermediate,9.32260273972603,5.66245822502785,0.607390273201136,0.435573709617527
12,9,3.906,1.417,0.896,1.457,3.699,2.544,intermediate,Over-destroyed,0.54095701540957,9,22.1829085457271,1
11,11,3.859,1.663,0.937,1.533,2.63,3.808,intermediate,intermediate,3.03650190114068,6.71901260504202,2.21274770238674,0.610819327731092
18,16,2.526,3.389,1.128,1.821,2.971,3.123,intermediate,intermediate,11.4170313025917,5.22958693563881,0.515307801710076,0.326849183477425
17,18,2.344,2.967,1.005,1.874,2.802,2.125,intermediate,intermediate,12.9625267665953,2.87811764705882,0.209698484806769,0.159895424836601
17,17,3.812,1.763,1.078,1.234,2.07,2.301,intermediate,Over-destroyed,5.6256038647343,17,3.02189781021898,1
11,11,3.953,1.575,0.579,1.859,2.164,2.121,intermediate,intermediate,5.06284658040665,10.8599717114569,2.14503274768096,0.987270155586987
14,14,3.489,3.249,0.714,1.061,3.452,2.36,intermediate,Over-destroyed,10.2809965237543,14,1.36173570019724,1
13,9,2.356,2.344,1.75,1.797,3.327,3.55,Over-defense,intermediate,0,4.07183098591549,Inf,0.452425665101721
10,18,1.405,2.38,1.413,1.295,3.722,2.067,intermediate,Over-defense,7.71359484148307,0,0,0
13,17,3.542,2.961,0.911,1.46,2.618,3.945,Over-destroyed,intermediate,13,5.38048162230672,0.316498918959219,0.316498918959219
9,9,2.016,3.83,0.591,0.67,2.638,2.658,Over-destroyed,intermediate,9,4.55756207674944,0.506395786305493,0.506395786305493
18,9,3.384,2.603,0.723,1.777,2.344,3.523,intermediate,Over-destroyed,4.44240614334471,9,4.05185825410544,1
18,12,3.924,2.121,1.237,0.732,2.462,3.479,intermediate,Over-destroyed,1.29406986190089,12,13.909604519774,1
14,18,3.865,1.757,1.712,1.554,2.231,3.569,intermediate,intermediate,3.43254146122815,7.32362006164192,1.65945524654917,0.406867781202329
12,12,1.881,2.039,1.02,0.852,3.362,2.223,intermediate,intermediate,3.63712076145152,5.55465587044534,1.52721238439951,0.462887989203779
14,9,1.012,2.773,1.524,1.501,2.661,3.135,intermediate,intermediate,1.36076662908681,0.210207336523126,0.240297772709581,0.0233563707247918
13,9,2.509,1.006,0.802,1.14,3.683,3.198,Over-defense,intermediate,0,6.99093183239525,Inf,0.776770203599472
13,13,1.346,3.037,1.428,1.812,2.02,3.311,intermediate,Over-defense,10.3549504950495,0,0,0
10,10,1.029,1.611,1.686,0.503,2.728,2.356,Over-defense,intermediate,0,2.23259762308998,Inf,0.223259762308998
17,16,1.27,3.554,1.513,0.544,2.744,2.74,intermediate,intermediate,11.3494897959184,4.7029197080292,0.440271085276278,0.293932481751825
13,13,2.192,1.834,1.284,1.064,3.084,2.826,intermediate,intermediate,2.31841763942931,5.18895966029724,2.23814707585408,0.399150743099788
